No;Date ;Time (UTC);Lat;Long;Depth;Mag (Mw)
456;28-Feb-09;01.24.46;-7.9;118.61;103;4.446986479
457;28-Feb-09;11.14.53;-9.09;113.56;80;4.375296734
458;01-Mar-09;15.03.45;-7.91;117.66;30;4.278545559
459;03-Mar-09;13.57.21;-7.73;115.04;85;3.575919206
460;04-Mar-09;18.55.28;-8.81;118.69;33;4.560256974
461;07-Mar-09;03.36.49;-7.73;113.83;49;3.439441535
462;11-Mar-09;02.53.36;-8.46;117.31;139;4.202870244
463;11-Mar-09;07.30.52;-8.81;115.55;88;3.750055212
464;11-Mar-09;09.03.57;-9.31;114.17;25;3.615786011
465;12-Mar-09;11.50.24;-7.73;120.06;559;4.492184147
466;15-Mar-09;00.51.56;-7.94;116.1;159;4.044783583
467;15-Mar-09;15.27.22;-9.38;117.38;156;4.081733101
468;16-Mar-09;00.52.59;-8.33;121.62;21;4.329012465
469;17-Mar-09;21.44.36;-9.14;117.62;122;4.553936458
470;20-Mar-09;19.35.41;-8.98;116.41;10;3.947606834
471;24-Mar-09;03.41.58;-8.53;115.4;66;3.394137624
472;27-Mar-09;18.56.50;-8.31;119.74;180;4.760200154
473;28-Mar-09;10.28.25;-7.78;119.08;110;4.131025043
474;28-Mar-09;20.31.55;-7.43;119.55;437;4.684358207
475;30-Mar-09;15.46.27;-8.54;115.01;10;3.825023788
476;03-Apr-09;08.47.31;-8.69;115.39;88;3.295253273
477;03-Apr-09;14.01.37;-7.99;116.08;336;4.196809786
478;06-Apr-09;10.23.32;-9.45;117.63;71;4.42696917
479;06-Apr-09;18.49.25;-8.1;120.07;174;4.297120793
480;07-Apr-09;17.02.54;-8.23;119.76;116;4.199640952
481;08-Apr-09;13.03.05;-9.06;113.59;26;4.165339313
482;09-Apr-09;08.18.38;-10.14;120.64;14;4.955443545
483;09-Apr-09;11.30.43;-9.27;117.78;81;4.641603426
484;10-Apr-09;00.22.02;-8.37;121.78;20;4.108204783
485;10-Apr-09;06.20.17;-9.49;115.6;81;4.18864475
486;13-Apr-09;01.08.39;-7.71;119.29;234;4.53504758
487;15-Apr-09;12.07.50;-8.45;121.82;19;4.20531094
488;20-Apr-09;04.42.03;-10.65;116.35;25;4.473769946
489;23-Apr-09;10.51.22;-7.84;117.28;279;4.730899584
490;25-Apr-09;10.23.38;-7.44;119.48;400;4.546917186
491;27-Apr-09;03.52.17;-7.48;114.01;10;3.750843041
492;28-Apr-09;19.30.02;-10.63;113.74;70;4.551555308
493;29-Apr-09;21.31.26;-10.69;118.8;45;5.062446686
494;30-Apr-09;00.44.49;-7.44;120.2;546;5.117444513
495;02-May-09;11.21.10;-7;113.67;10;3.690806643
496;04-May-09;07.47.06;-7.68;119.98;620;4.972022318
497;04-May-09;08.01.59;-9.31;114.09;18;3.963897209
498;04-May-09;10.51.55;-8;116.75;18;4.333580268
499;04-May-09;15.50.48;-9.87;120.68;93;4.41867323
500;07-May-09;00.26.04;-9.05;119.49;62;4.458619922
501;09-May-09;13.11.54;-9.02;114.23;40;3.81880875
502;13-May-09;08.50.27;-8.15;114.09;31;4.012793541
503;15-May-09;06.42.15;-7.74;113.59;10;3.840625305
504;15-May-09;13.15.36;-8.9;122.46;45;4.0741807
505;17-May-09;06.00.19;-8.8;121.97;13;4.140725932
506;18-May-09;05.38.34;-9.82;118.97;5;4.278240171
507;18-May-09;23.03.35;-7.74;119.44;260;4.532638161
508;20-May-09;16.52.19;-9.75;120.5;23;4.025896182
509;20-May-09;17.19.11;-8.94;114.78;92;3.835064239
510;26-May-09;01.23.46;-9.31;113.62;23;4.527782413
511;27-May-09;02.39.15;-8.09;116.16;19;3.850005003
512;27-May-09;13.01.06;-7.66;114.27;31;3.829217362
513;28-May-09;20.35.52;-7.84;120.45;10;4.624198727
514;29-May-09;00.55.24;-9.46;119.46;10;4.269292008
515;31-May-09;05.37.17;-8;120.65;113;4.27994575
516;03-Jun-09;18.16.13;-8.49;122.1;10;5.119492291
517;03-Jun-09;18.50.30;-8.39;122.11;10;4.192614408
518;04-Jun-09;17.51.22;-9.6;117.17;50;4.73922948
519;06-Jun-09;20.46.27;-9.29;113.78;10;3.719063408
520;07-Jun-09;05.25.27;-8.58;118.43;105;5.448648074
521;10-Jun-09;07.18.46;-9.19;114.64;28;3.969642819
522;11-Jun-09;03.00.22;-9.04;119.05;32;4.461861134
523;12-Jun-09;05.01.30;-7.81;119.16;14;4.096359236
524;14-Jun-09;03.36.05;-7.76;117.2;30;5.562103522
525;14-Jun-09;10.47.07;-9.11;115.43;100;4.409931155
526;16-Jun-09;03.41.07;-8.64;118.36;105;4.801165516
527;16-Jun-09;19.28.44;-9.68;118.38;10;4.454368826
528;18-Jun-09;09.54.12;-7.03;114.46;17;4.264645739
529;20-Jun-09;18.40.14;-9.5;114.09;23;4.162709151
530;25-Jun-09;12.52.23;-9.39;117.2;28;4.74999641
531;27-Jun-09;15.30.34;-9.39;116.22;57;4.695461859
532;29-Jun-09;20.59.57;-9.47;118.97;65;4.559377227
533;01-Jul-09;23.37.12;-10.56;115.51;729;4.762327789
534;03-Jul-09;02.39.28;-9.14;122.08;27;4.075632508
535;08-Jul-09;22.16.15;-10.98;117.67;78;4.907740828
536;10-Jul-09;03.11.01;-9.69;119.34;20;4.170469992
537;10-Jul-09;09.02.30;-8.47;116.04;277;4.314958885
538;10-Jul-09;21.57.44;-7.32;120.94;532;4.291419856
539;13-Jul-09;10.52.23;-9.48;119.37;73;5.884573871
540;13-Jul-09;11.37.41;-9.46;119.31;61;4.370429503
541;13-Jul-09;11.43.50;-9.4;119.45;53;4.111162151
542;15-Jul-09;09.58.06;-8.92;117.97;244;6.484239484
543;20-Jul-09;01.33.29;-8.64;117.68;48;4.449155307
544;20-Jul-09;02.17.29;-8.81;117.76;10;4.342200133
545;20-Jul-09;03.37.34;-8.97;117.68;10;5.461893434
546;20-Jul-09;04.08.33;-8.74;117.7;5;4.527245236
547;20-Jul-09;05.01.52;-7.74;119.4;10;4.455969419
548;20-Jul-09;11.08.40;-9.56;118.99;49;4.850983371
549;20-Jul-09;14.16.50;-8.74;117.7;11;4.32236283
550;22-Jul-09;15.30.10;-9.47;119.82;39;4.508696468
551;23-Jul-09;21.13.26;-7.8;118.7;11;4.360840053
552;30-Jul-09;04.43.15;-9.42;114.02;19;4.273759747
553;31-Jul-09;00.05.31;-10.19;118.87;68;5.186143119
554;31-Jul-09;02.09.30;-10.02;118.82;14;4.491748293
555;31-Jul-09;03.21.37;-10.01;118.79;18;4.653763
556;03-Aug-09;17.30.27;-9.49;121.22;96;4.318715182
557;03-Aug-09;18.18.55;-7.28;117.19;599;4.480822518
558;07-Aug-09;10.18.48;-9.82;115.54;24;4.217482107
559;07-Aug-09;17.27.27;-8.66;118.4;106;4.077680548
560;08-Aug-09;04.27.23;-8.48;120.01;179;4.872729579
561;09-Aug-09;02.50.50;-9.34;120.53;51;3.913250297
562;12-Aug-09;03.42.15;-9.28;117.81;16;4.271748452
563;12-Aug-09;14.25.50;-9.16;121.18;15;4.035069353
564;13-Aug-09;09.51.15;-7.71;119.05;21;4.054186028
565;13-Aug-09;11.02.16;-9.32;119.3;26;4.010578673
566;15-Aug-09;10.11.26;-7.51;120.74;26;4.028412063
567;15-Aug-09;15.27.44;-8.7;117.67;28;5.031735634
568;19-Aug-09;14.41.55;-8.26;119.58;172;4.441505411
569;20-Aug-09;12.29.28;-11;114.49;63;4.520967043
570;21-Aug-09;16.13.43;-9.16;120.68;66;3.945421493
571;19-Sep-09;19.23.42;-8.06;118.26;60;4.592524243
572;19-Sep-09;23.43.25;-9.27;117.55;30;4.155267257
573;23-Sep-09;02.26.49;-9.06;115.72;90;4.431638514
574;24-Sep-09;07.58.39;-9.09;115.89;76;3.795597965
575;24-Sep-09;21.33.59;-8.89;120.62;17;4.053306938
576;26-Sep-09;19.01.13;-8.56;122.03;10;3.708562169
577;29-Sep-09;06.44.13;-8.03;119.91;30;4.415660909
578;30-Sep-09;19.30.31;-9.15;120.71;56;3.956254914
579;01-Oct-09;08.50.42;-8.53;118.34;111;4.363261065
580;01-Oct-09;18.30.50;-9.56;122.08;13;4.707847377
581;03-Oct-09;16.03.46;-8.2;114.77;9;3.968820596
582;03-Oct-09;23.37.17;-8.21;114.79;12;3.505515917
583;11-Oct-09;09.27.42;-10.95;118.8;173;4.72320496
584;15-Oct-09;07.46.10;-9.11;119.19;10;4.207658189
585;15-Oct-09;17.48.23;-8.12;115;20;3.456690833
586;18-Oct-09;06.42.35;-9.36;113.51;40;4.1853032
587;20-Oct-09;11.52.31;-8.78;119.91;115;4.352998449
588;23-Oct-09;14.47.01;-9.68;115.48;34;3.725576835
589;24-Oct-09;00.39.12;-9.86;121.92;31;4.443702781
590;24-Oct-09;17.08.12;-8.24;115.01;16;3.525363336
591;24-Oct-09;20.16.59;-9.89;118.89;25;4.367477713
592;24-Oct-09;20.54.54;-10.16;118.64;45;5.493690726
593;24-Oct-09;21.04.35;-10.1;118.75;23;5.236338539
594;26-Oct-09;12.24.01;-9;118.9;66;4.686406209
595;26-Oct-09;13.56.00;-7.83;118.03;10;4.441013783
596;29-Oct-09;04.21.18;-8.08;114.18;15;3.508525833
597;29-Oct-09;09.07.41;-8.17;115.24;11;4.00138784
598;29-Oct-09;09.09.54;-9.79;119.85;15;4.172546465
599;30-Oct-09;02.57.40;-9.63;119.58;97;3.568266303
600;30-Oct-09;11.10.43;-9.9;119.91;10;3.781977724
601;31-Oct-09;11.05.12;-9.06;118.07;70;4.046202529
602;01-Nov-09;15.23.20;-9.49;119.16;37;3.817461216
603;01-Nov-09;18.58.13;-8.42;115;113;4.321479038
604;03-Nov-09;09.13.16;-8.5;120.58;158;4.675579307
605;04-Nov-09;10.51.48;-9.7;119.69;19;3.99382248
606;04-Nov-09;13.25.37;-9.04;122.02;62;4.020268735
607;06-Nov-09;08.48.33;-9.1;114.74;52;4.416182118
608;08-Nov-09;05.31.52;-7.98;115.5;23;3.427270478
609;08-Nov-09;06.40.09;-8.13;115.52;10;3.585457859
610;08-Nov-09;06.57.56;-8.65;119.8;190;4.466306235
611;08-Nov-09;13.23.43;-9.51;118.84;19;4.531824194
612;08-Nov-09;19.41.49;-8.33;118.7;38;6.632111897
613;08-Nov-09;20.27.14;-8.43;118.48;23;4.199558659
614;08-Nov-09;20.33.34;-8.01;118.94;24;4.405986814
615;08-Nov-09;21.24.46;-8.09;118.84;29;4.437780007
616;09-Nov-09;00.11.33;-7.94;118.84;11;4.531553583
617;09-Nov-09;00.52.24;-7.98;118.96;11;4.484321655
618;09-Nov-09;01.56.28;-7.98;118.77;10;4.246729837
619;09-Nov-09;02.41.28;-8.05;118.83;95;3.978750484
620;09-Nov-09;06.39.57;-8.29;118.76;88;4.184572183
621;10-Nov-09;05.46.49;-7.8;120.46;7;4.018342851
622;11-Nov-09;22.00.39;-7.87;118.71;15;4.873346999
623;12-Nov-09;20.02.47;-8.76;119.08;161;4.120760186
624;12-Nov-09;21.47.31;-10.93;118.06;30;4.384209082
625;13-Nov-09;07.35.24;-9.39;113.98;10;3.726883632
626;13-Nov-09;16.09.06;-9.75;114.01;30;3.751956271
627;14-Nov-09;06.05.41;-8.9;115.38;76;4.143330176
628;15-Nov-09;07.39.43;-9.28;119.53;48;4.299671724
629;15-Nov-09;09.24.57;-9.31;119.26;24;4.39392271
630;15-Nov-09;13.14.18;-9.58;118.92;17;4.281218044
631;16-Nov-09;13.08.47;-9.7;115.6;10;3.801174122
632;17-Nov-09;14.07.05;-8.07;117.9;29;4.726691466
633;17-Nov-09;14.16.37;-9.82;117.72;10;4.454705873
634;17-Nov-09;16.04.56;-8.04;117.87;18;4.11210713
635;18-Nov-09;06.25.37;-9.37;115.96;29;4.127669605
636;19-Nov-09;08.14.11;-10.87;117.7;100;4.744722032
637;19-Nov-09;09.08.12;-9.36;114.03;29;3.545029982
638;20-Nov-09;14.40.03;-7.99;119;17;4.148081048
639;21-Nov-09;04.29.02;-10.78;118.87;5;4.84224181
640;21-Nov-09;06.46.01;-10.75;118.85;27;4.672264251
641;21-Nov-09;07.04.30;-10.71;119.05;67;4.577911396
642;21-Nov-09;09.47.00;-10.58;118.97;30;4.13996402
643;21-Nov-09;12.05.16;-9.18;117.55;112;4.154285697
644;21-Nov-09;16.06.07;-10.76;119.12;61;4.305029544
645;21-Nov-09;18.52.29;-10.72;118.82;124;4.345394484
646;21-Nov-09;20.49.16;-10.44;118.65;15;4.225387085
647;22-Nov-09;09.45.32;-10.72;118.8;10;4.59296573
648;23-Nov-09;14.37.46;-9.9;118.97;79;4.202090015
649;23-Nov-09;21.30.40;-10.6;118.99;59;4.538098998
650;23-Nov-09;22.08.26;-7.81;117.2;54;4.628668872
651;24-Nov-09;04.00.36;-10.63;118.85;84;5.12228825
652;24-Nov-09;18.27.52;-9.95;119.02;10;4.143298352
653;25-Nov-09;04.32.40;-7.98;119.2;10;4.142141815
654;25-Nov-09;08.44.02;-9.68;115.8;10;3.825369366
655;27-Nov-09;02.47.21;-8.55;121.71;20;4.20877027
656;27-Nov-09;20.44.58;-10.39;119.14;24;4.162606407
657;27-Nov-09;22.48.40;-7.02;122.48;13;4.27133786
658;27-Nov-09;23.36.10;-10.72;118.92;10;5.069272225
659;28-Nov-09;00.04.37;-10.7;118.96;27;5.157781147
660;28-Nov-09;00.12.02;-10.25;119.05;19;4.559339772
661;28-Nov-09;00.41.33;-10.66;119.15;54;4.450872095
662;28-Nov-09;00.57.28;-9.56;120.14;53;3.651378262
663;28-Nov-09;01.09.56;-10.97;119.02;20;4.645423042
664;28-Nov-09;02.46.26;-8.27;114.95;11;3.904366546
665;28-Nov-09;04.25.06;-10.63;119.02;29;4.979003833
666;28-Nov-09;06.04.22;-10.67;118.85;10;6.086962053
667;28-Nov-09;06.17.59;-10.9;118.97;47;4.931656274
668;28-Nov-09;06.25.25;-10.73;119.3;55;4.664829849
669;28-Nov-09;06.36.03;-10.68;118.73;10;4.825532484
670;28-Nov-09;07.40.47;-10.79;119.4;10;4.177116073
671;28-Nov-09;08.14.28;-10.01;119.18;10;4.302002459
672;28-Nov-09;11.07.09;-10.45;118.99;37;4.600686874
673;28-Nov-09;11.53.36;-10.75;118.85;20;4.775358525
674;28-Nov-09;12.36.51;-10.71;118.88;61;4.74555448
675;28-Nov-09;13.40.42;-10.56;118.81;13;4.527344055
676;28-Nov-09;15.08.52;-10.53;119.15;133;4.092927464
677;28-Nov-09;16.33.22;-10.41;119.17;130;3.933197451
678;28-Nov-09;18.59.11;-10.73;118.93;23;4.668050075
679;28-Nov-09;22.47.18;-9.45;119.56;57;4.1031278
680;29-Nov-09;00.31.45;-10.49;118.99;115;4.526337548
681;29-Nov-09;02.16.08;-10.7;119.2;54;4.57968976
682;29-Nov-09;04.31.57;-10.69;119.32;121;4.439098397
683;29-Nov-09;22.14.40;-8.52;118.36;59;4.301117299
684;01-Dec-09;14.11.29;-9.29;121.45;23;3.998646568
685;02-Dec-09;01.59.39;-10.66;116.07;76;4.412680028
686;02-Dec-09;07.43.06;-9.26;118.92;10;4.22949153
687;02-Dec-09;14.45.28;-7.73;118.36;10;3.929637619
688;02-Dec-09;22.26.04;-8.3;121.04;21;4.327569077
689;03-Dec-09;10.40.17;-7.93;118.85;10;4.279127409
690;03-Dec-09;12.24.50;-10.22;118.89;130;4.293037126
691;04-Dec-09;17.50.17;-8.01;117.38;285;4.261073112
692;05-Dec-09;03.07.37;-9.35;115.52;49;4.29685729
693;05-Dec-09;10.00.36;-7.96;118.91;29;4.415785743
694;06-Dec-09;06.44.25;-7.83;119.15;30;4.747819326
695;08-Dec-09;12.49.28;-7.63;116.15;329;4.386251817
696;09-Dec-09;15.59.05;-9.28;121.54;109;4.112673879
697;10-Dec-09;17.30.32;-9.59;117.82;65;4.276855947
698;10-Dec-09;18.37.59;-7.82;117.58;34;3.994954465
699;10-Dec-09;19.14.00;-9.55;115.61;51;3.770837385
700;11-Dec-09;15.19.34;-8.53;117.27;92;4.597349881
701;12-Dec-09;01.23.07;-8.35;116.3;301;4.013300433
702;13-Dec-09;10.44.43;-10.72;119.2;34;4.783550562
703;15-Dec-09;00.48.46;-9.27;114.63;30;3.869805026
704;15-Dec-09;20.57.10;-8.4;118.7;10;4.69983957
705;16-Dec-09;05.22.15;-9.39;119.49;80;4.435730459
706;17-Dec-09;13.27.13;-9.27;118.58;10;4.705892834
707;18-Dec-09;00.12.36;-9.07;117.7;121;4.382286066
708;18-Dec-09;01.30.48;-9.36;117.15;10;4.030971757
709;18-Dec-09;06.45.02;-8.52;120.69;156;4.626940235
710;18-Dec-09;11.16.08;-8.56;122.05;15;4.41787383
711;18-Dec-09;12.28.41;-9.14;113.96;29;3.785729045
712;19-Dec-09;19.38.05;-9.73;113.88;10;3.900599696
713;21-Dec-09;03.48.00;-7.57;117.89;10;4.035839593
714;21-Dec-09;04.27.55;-8.83;116.97;127;4.747801814
715;21-Dec-09;07.30.43;-8.69;117.39;112;4.506493382
716;22-Dec-09;03.39.27;-8.77;115.59;84;3.557645642
717;22-Dec-09;04.14.18;-9.55;115.35;24;3.876762331
718;22-Dec-09;21.46.09;-8.61;115.34;10;3.282564232
719;24-Dec-09;03.45.09;-7.4;115.84;36;3.546692199
720;24-Dec-09;09.35.03;-7.28;121.27;559;3.983727754
721;26-Dec-09;09.36.40;-10.54;119.54;94;4.762606606
722;26-Dec-09;13.48.04;-9.21;118.92;25;3.951956245
723;27-Dec-09;07.15.21;-9.58;120.28;100;4.168675136
724;27-Dec-09;16.55.18;-9.18;117.68;88;4.619811836
725;28-Dec-09;19.46.26;-10.76;119.91;94;4.246205534
726;28-Dec-09;21.43.43;-8.07;120.85;13;4.008279955
727;28-Dec-09;23.39.19;-10.86;119.88;72;4.333410873
728;28-Dec-09;23.41.20;-10.58;120.06;67;4.594890739
729;29-Dec-09;17.01.46;-10.9;119.98;27;4.425684837
730;30-Dec-09;00.50.18;-9.08;118.58;182;4.250308114
731;30-Dec-09;03.26.01;-8.07;117.85;10;4.074739864
732;30-Dec-09;07.10.42;-8.62;116.18;56;3.826539573
733;30-Dec-09;14.53.56;-10.75;122.46;10;4.269313405
734;30-Dec-09;20.10.40;-9.95;120.63;10;4.128446129
735;31-Dec-09;02.17.19;-9.4;117.62;84;4.776093426
736;31-Dec-09;23.36.00;-8.77;118.3;107;4.433078676
737;01-Jan-10;05.14.02;-9.5;118.64;99;4.178123716
738;01-Jan-10;12.17.36;-8.15;119.06;10;4.081091057
739;04-Jan-10;18.07.44;-8.29;117.23;29;4.579502161
740;04-Jan-10;21.28.31;-7.32;120.55;527;4.918232268
741;05-Jan-10;06.12.39;-8.76;119.07;277;4.126545431
742;07-Jan-10;12.35.17;-7.83;119.07;24;4.567283221
743;07-Jan-10;15.26.19;-7.94;120.46;23;4.151357171
744;09-Jan-10;16.15.42;-7.84;118.43;10;4.378107908
745;12-Jan-10;09.53.14;-8.75;116.35;155;3.946141465
746;13-Jan-10;09.43.13;-9.83;119.05;17;4.309977146
747;13-Jan-10;10.15.21;-7.87;117.1;282;4.506857769
748;14-Jan-10;17.55.28;-9.61;119.83;10;3.976203873
749;15-Jan-10;08.30.01;-7.85;118.52;18;4.307581689
750;18-Jan-10;00.53.30;-7.89;114.02;13;3.472218367
751;18-Jan-10;02.52.56;-8.81;114.89;89;4.063090484
752;18-Jan-10;10.18.09;-9.68;114.02;10;4.480659107
753;18-Jan-10;15.35.02;-8.13;118.63;15;4.632552259
754;20-Jan-10;06.44.09;-8.69;113.82;59;3.446182376
755;21-Jan-10;21.29.27;-9.64;114.14;10;3.80090619
756;22-Jan-10;07.57.35;-9.3;117.5;75;4.268665439
757;22-Jan-10;17.06.20;-9.57;113.98;10;3.77157305
758;23-Jan-10;04.48.09;-9.67;114.18;11;3.746245711
759;25-Jan-10;19.41.50;-9.61;113.9;10;3.534835607
760;26-Jan-10;15.23.11;-7.95;120.29;10;3.945795861
761;26-Jan-10;16.29.08;-7.39;121.5;220;4.582183246
762;26-Jan-10;16.39.47;-10.54;115.47;10;3.822490628
763;27-Jan-10;10.44.38;-9.46;119.07;76;4.439800433
764;27-Jan-10;14.33.54;-9.4;118.43;10;4.146869772
765;27-Jan-10;18.46.10;-9.77;114.02;10;3.700242497
766;28-Jan-10;06.31.29;-8.25;116.12;142;3.515414857
767;29-Jan-10;07.19.20;-8.99;114.52;10;3.740549531
768;29-Jan-10;07.28.45;-9.36;114.67;31;3.568359423
769;29-Jan-10;11.21.58;-8.05;114.86;10;3.63656802
770;29-Jan-10;20.26.50;-9.32;114.04;10;3.564732826
771;31-Jan-10;09.41.44;-9.36;119.19;60;4.184206583
772;31-Jan-10;18.43.46;-9.05;119.66;120;3.615031154
773;01-Feb-10;02.20.32;-8.19;113.69;10;3.999337607
774;01-Feb-10;11.11.29;-8.91;118.65;10;3.654408464
775;01-Feb-10;12.59.30;-7.51;117.36;84;3.993811554
776;01-Feb-10;13.39.25;-9.92;118.49;30;3.924453354
777;01-Feb-10;16.36.26;-8.67;120.37;30;3.825177713
778;01-Feb-10;19.34.03;-8.99;121.2;10;3.89660215
779;01-Feb-10;20.44.42;-9.97;120.77;80;3.764049847
780;01-Feb-10;22.58.34;-9.12;119.72;59;3.85763692
781;06-Feb-10;02.51.44;-7.78;119.24;12;4.268525176
782;07-Feb-10;13.28.57;-8.5;117.8;19;4.12068511
783;07-Feb-10;23.58.14;-8.75;118.5;10;4.307300787
784;08-Feb-10;14.32.21;-9.15;120.93;10;3.747018066
785;10-Feb-10;02.54.26;-7.76;116.04;10;3.598103101
786;10-Feb-10;07.50.16;-9.27;113.88;68;3.685520236
787;10-Feb-10;16.00.28;-8.62;116.82;30;3.755315428
788;10-Feb-10;16.51.58;-9.36;118.95;10;3.637610822
789;10-Feb-10;21.00.46;-8.14;118.97;23;4.638255861
790;11-Feb-10;03.19.05;-8.06;118.89;46;3.881271792
791;11-Feb-10;07.44.51;-8.91;119.01;10;3.857303689
792;11-Feb-10;17.51.36;-7.88;117.3;10;3.450277744
793;11-Feb-10;18.43.09;-10.15;113.81;52;6.058091371
794;11-Feb-10;19.30.31;-9.98;113.88;17;3.771965105
795;11-Feb-10;19.37.23;-10.03;113.86;39;3.98809043
796;11-Feb-10;21.59.58;-9.74;114.02;15;3.875912113
797;11-Feb-10;22.03.55;-9.6;114.06;10;3.809582703
798;11-Feb-10;23.32.46;-9.58;119.37;45;3.648966601
799;12-Feb-10;04.37.16;-8.83;117.44;23;4.066634368
800;12-Feb-10;05.04.21;-9.98;113.79;13;4.285282573
801;12-Feb-10;09.35.39;-8.29;121.85;10;4.09131763
802;12-Feb-10;18.32.36;-9.09;119.2;53;3.909671655
803;13-Feb-10;06.19.59;-9.43;115.4;36;3.839614217
804;13-Feb-10;14.57.07;-9.92;113.83;20;3.544933034
805;13-Feb-10;19.54.00;-8.88;117.44;15;4.210010905
806;13-Feb-10;21.49.17;-8.03;115.37;110;3.362017116
807;13-Feb-10;22.03.28;-9.06;121.52;10;4.036263674
808;14-Feb-10;02.51.24;-8.48;115.9;73;3.38682658
809;14-Feb-10;07.25.51;-9.23;114.23;11;3.434759997
810;14-Feb-10;08.14.20;-9.57;115.01;27;3.547515079
811;14-Feb-10;10.48.01;-8.62;117.68;39;3.986677936
812;15-Feb-10;06.57.50;-9.77;113.84;10;3.806704786
813;15-Feb-10;10.56.41;-8.51;120.71;184;4.530299169
814;15-Feb-10;16.04.57;-9.39;115.28;31;3.282443444
815;16-Feb-10;10.05.57;-9.72;114;19;3.882497499
816;16-Feb-10;10.26.03;-10.93;113.91;134;4.256609912
817;16-Feb-10;18.21.21;-10.18;113.94;65;4.141794269
818;16-Feb-10;22.02.59;-10.1;113.74;11;4.27124567
819;18-Feb-10;19.33.40;-9.39;114.08;29;3.890001564
820;18-Feb-10;20.06.25;-9.98;119.81;10;3.708765578
821;18-Feb-10;23.04.12;-7.65;116.29;37;3.608712278
822;19-Feb-10;03.26.42;-9.95;113.86;29;3.892254963
823;19-Feb-10;13.46.20;-9.28;118.6;61;4.339738658
824;20-Feb-10;05.25.38;-8.7;119.07;119;4.306257219
825;20-Feb-10;05.43.08;-7.81;118.43;10;4.114609561
826;20-Feb-10;23.20.06;-8.64;116.76;153;3.648059186
827;21-Feb-10;02.13.56;-8.91;115.15;98;4.161232627
828;21-Feb-10;23.05.43;-8.48;119.82;169;4.408853741
829;22-Feb-10;02.05.49;-9.43;114.93;23;3.827196006
830;22-Feb-10;08.56.40;-9.41;114.02;24;3.86611291
831;22-Feb-10;14.17.00;-9.42;114.07;39;3.942951434
832;22-Feb-10;22.09.49;-9.04;117.54;21;4.302389265
833;23-Feb-10;13.52.26;-9.55;118.91;13;3.949452612
834;23-Feb-10;19.01.54;-8.01;118.24;10;4.086287891
835;24-Feb-10;06.17.34;-10;117.48;56;4.497523868
836;25-Feb-10;00.57.45;-8.91;117.44;51;4.280588841
837;25-Feb-10;05.16.24;-8.88;117.71;54;4.375702186
838;26-Feb-10;14.26.25;-9.27;120.32;39;4.084326191
839;26-Feb-10;14.33.30;-9.05;117.56;28;4.169336421
840;27-Feb-10;06.52.10;-7.09;117.56;642;4.970960204
841;28-Feb-10;04.58.26;-9.41;119.64;25;4.828436182
842;28-Feb-10;08.33.59;-9.09;117.49;45;4.792851696
843;28-Feb-10;09.20.23;-9.56;119.53;59;4.305538888
844;28-Feb-10;22.30.16;-9.15;118.38;30;3.68640627
845;01-Mar-10;17.49.04;-8.41;116.51;46;3.74441322
846;02-Mar-10;16.21.07;-10.8;120.45;10;3.919091542
847;04-Mar-10;05.59.55;-8.36;116.93;111;4.042807229
848;04-Mar-10;21.35.35;-9.17;118.07;10;3.89484736
849;07-Mar-10;14.56.15;-7.36;118.16;30;3.774861888
850;07-Mar-10;15.03.55;-8.08;118.2;27;4.580150433
851;07-Mar-10;16.12.08;-8.83;118.68;97;3.999612053
852;07-Mar-10;16.48.33;-9.23;115.62;79;3.716669299
853;07-Mar-10;23.13.54;-8.53;116.09;10;3.704407145
854;08-Mar-10;15.56.23;-9.71;113.91;34;3.853413973
855;09-Mar-10;11.17.57;-8.01;118.19;13;4.002364097
856;09-Mar-10;12.50.10;-8.1;118.22;10;4.0531622
857;09-Mar-10;13.42.51;-8.05;118.28;10;4.204862947
858;09-Mar-10;15.15.03;-9.54;114.02;10;3.871434423
859;10-Mar-10;00.07.09;-9.88;119.23;25;3.965147194
860;10-Mar-10;05.51.24;-8.39;119.79;156;4.094257993
861;10-Mar-10;06.28.18;-8.3;117.46;10;3.867970335
862;10-Mar-10;12.25.09;-8.37;118.72;154;3.34418389
863;10-Mar-10;15.54.09;-8.46;119.04;10;3.404571333
864;10-Mar-10;16.18.13;-8.89;117.49;30;4.159730294
865;10-Mar-10;16.20.00;-8.81;117.5;59;4.145027006
866;10-Mar-10;22.57.48;-8.97;117.02;151;4.063768425
867;10-Mar-10;23.36.06;-9.55;117.93;10;3.85331451
868;10-Mar-10;23.58.37;-9.15;120.04;30;4.01001618
869;11-Mar-10;07.11.56;-9.95;117.73;10;4.407563894
870;11-Mar-10;07.36.23;-9.74;117.78;20;4.100634063
871;11-Mar-10;08.37.23;-10;117.7;22;4.381036494
872;11-Mar-10;13.58.43;-7.42;117.56;62;3.706912965
873;11-Mar-10;22.08.25;-7.91;120.73;10;3.808691201
874;12-Mar-10;02.00.12;-10.89;118.26;10;4.047562968
875;12-Mar-10;05.00.00;-9.89;119.78;13;3.708801831
876;12-Mar-10;10.16.58;-9.39;117.94;30;3.951909057
877;12-Mar-10;10.32.57;-9.01;117.47;46;3.903535246
878;13-Mar-10;14.49.41;-9.11;117.42;30;4.0851021
879;13-Mar-10;15.33.32;-8.96;117.47;11;4.026455558
880;14-Mar-10;01.00.06;-8.34;115.61;217;4.876887529
